id,TLE_LINE1,TLE_LINE2
GAOFEN 3 DEB,1 42680U 16049E   26084.77171878  .00001890  00000-0  48134-3 0  9997,2 42680  98.4297 100.1355 0015979   8.9839 351.1639 14.51730153504247
KOREASAT 7,1 42691U 17023A   26085.88586310 -.00000379  00000-0  00000-0 0  9995,2 42691   0.0276 304.9895 0001983  79.6197 234.5084  1.00276558 32541
SGDC,1 42692U 17023B   26085.69643876 -.00000266  00000-0  00000-0 0  9991,2 42692   0.0155 105.6575 0002768 270.4279 343.9025  1.00270431 32570
ARIANE 5 R/B,1 42693U 17023C   26085.96652805  .00002057  00000-0  92346-3 0  9990,2 42693   4.0378  52.0997 7123544  82.8153 346.5403  2.46861505 76200
ARIANE 5 DEB (SYLDA),1 42694U 17023D   26085.79627200 -.00000103  00000-0 -43210-3 0  9991,2 42694   3.7340 269.7369 5478524  17.6291 355.6406  4.56168763112422
GSAT 9,1 42695U 17024A   26085.94640064 -.00000304  00000-0  00000-0 0  9992,2 42695   0.0525 302.5037 0002563  58.2678 261.6267  1.00271063 32478
INMARSAT 5-F4,1 42698U 17025A   26085.87961584  .00000000  00000-0  00000-0 0  9993,2 42698   0.0222 168.6964 0000457 130.3620 258.4325  1.00274182 32456
SES 15,1 42709U 17026A   26085.66517883  .00000043  00000-0  00000-0 0  9990,2 42709   0.0373 339.0993 0000705   2.4520 312.8503  1.00269928  6609
FREGAT R/B,1 42710U 17026B   26084.60763792 -.00000015  00000-0  00000-0 0  9997,2 42710   6.8006  13.3191 6238516 246.2131  38.7339  2.45434030 79402
COSMOS 2518,1 42719U 17027A   26082.49395964 -.00000684  00000-0  00000-0 0  9996,2 42719  63.1109 258.8107 7017168 273.5663  15.4735  2.01029874 64680
FREGAT R/B,1 42720U 17027B   26073.36157428 -.00000962  00000-0  50935-2 0  9998,2 42720  62.5016 244.9397 7127613 266.9645  16.9458  2.01924447 64916
QZS-2,1 42738U 17028A   26085.28925745 -.00000185  00000-0  00000+0 0  9999,2 42738  39.5573 244.3610 0743234 270.5327 273.4635  1.00256188  6790
H-2A R/B,1 42739U 17028B   26085.96451963  .00001193  00000-0  27411-2 0  9998,2 42739  31.5051 200.7068 7114778 171.8761 213.4290  2.42337587 75487
VIASAT 2,1 42740U 17029A   26085.89081085 -.00000282  00000-0  00000-0 0  9999,2 42740   0.0188 253.3193 0000464  78.3173 103.4611  1.00271640 32377
EUTE 172B,1 42741U 17029B   26085.84419972 -.00000023  00000-0  00000-0 0  9998,2 42741   0.0174 167.2087 0000248 102.5321  30.4343  1.00269549 32919
ARIANE 5 R/B,1 42742U 17029C   26085.54354352  .00001040  00000-0  70392-3 0  9999,2 42742   5.5398 166.5466 7192814 318.8005   5.1378  2.36595841 74370
ARIANE 5 DEB (SYLDA),1 42743U 17029D   26085.60344468  .00065676  00000-0  10432-1 0  9996,2 42743   6.0342 261.0935 6426408 129.7614 306.9740  3.43341841 86041
GSAT 19,1 42747U 17031A   26085.84288397  .00000108  00000-0  00000-0 0  9995,2 42747   0.0720  86.3571 0004810 305.4058 143.8170  1.00274135 32320
ECHOSTAR 21,1 42749U 17032A   26085.90675757  .00000049  00000-0  00000-0 0  9999,2 42749   1.7874 350.3041 0002594 355.8823 174.8335  1.00270086 32274
BREEZE-M R/B,1 42750U 17032B   26085.51478640 -.00000037  00000-0  00000-0 0  9998,2 42750  30.6302 228.0115 6666221 190.3352 142.4403  2.26360587 72809
BREEZE-M DEB (TANK),1 42751U 17032C   26085.82456726  .00005470  00000-0  84958-3 0  9996,2 42751  49.7243 341.3316 4553059 187.0598 163.3941  6.37890237200846
HXMT,1 42758U 17034A   26085.95612568  .00005418  00000-0  27223-3 0  9991,2 42758  43.0144 280.6633 0032142 341.3842  18.5829 15.17678555485166
CHINASAT 9A,1 42763U 17035A   26085.91969726 -.00000010  00000-0  00000-0 0  9990,2 42763   4.7739  76.2305 0005995 285.0147 229.9389  0.99776209 32839
CARTOSAT 2E,1 42767U 17036C   26085.71488051 -.00000483  00000-0 -19782-4 0  9996,2 42767  97.4363 146.8379 0002518 219.7651 140.3399 15.19214614485623
DSAT,1 42794U 17036AF  26085.88386795  .00010174  00000-0  48818-3 0  9993,2 42794  97.5505  65.1180 0085601  86.9402 274.1621 15.15817093478382
BULGARIASAT-1,1 42801U 17038A   26085.90511090 -.00000006  00000-0  00000-0 0  9997,2 42801   0.0280  97.4249 0003033 277.3223 137.3131  1.00271111 32027
IRIDIUM 113,1 42803U 17039A   26085.28561152  .00000316  00000-0  10591-3 0  9997,2 42803  86.4031 356.8243 0002036  78.1128 282.0296 14.34220471459308
IRIDIUM 123,1 42804U 17039B   26085.88521950  .00000332  00000-0  11162-3 0  9999,2 42804  86.4003  28.0191 0002087  89.0327 271.1108 14.34218349458150
IRIDIUM 120,1 42805U 17039C   26085.69786182  .00000290  00000-0  96526-4 0  9990,2 42805  86.4019 356.4456 0002298  87.0765 273.0694 14.34217873459353
IRIDIUM 115,1 42806U 17039D   26085.89219557  .00000470  00000-0  13364-3 0  9998,2 42806  86.4558 356.4814 0002166  95.2651 264.8797 14.43289486462398
IRIDIUM 118,1 42807U 17039E   26085.91693241 -.00000062  00000-0 -29169-4 0  9998,2 42807  86.4002  28.0047 0002022  82.8566 277.2860 14.34217108458151
IRIDIUM 117,1 42808U 17039F   26085.93596002  .00000301  00000-0  10051-3 0  9991,2 42808  86.4001  27.9547 0002082  88.1646 271.9788 14.34217780458187
IRIDIUM 126,1 42809U 17039G   26085.89156199  .00000329  00000-0  11050-3 0  9996,2 42809  86.4003  28.0231 0002068  84.7784 275.3647 14.34217998458151
IRIDIUM 124,1 42810U 17039H   26085.61828870  .00000339  00000-0  94763-4 0  9994,2 42810  86.4505 324.9043 0002117  87.7324 272.4119 14.43286945463209
IRIDIUM 128,1 42811U 17039J   26085.95206923  .00000319  00000-0  10695-3 0  9990,2 42811  86.3939  59.5197 0002333  91.7515 268.3948 14.34218259458197
IRIDIUM 121,1 42812U 17039K   26085.91058050  .00000300  00000-0  10017-3 0  9991,2 42812  86.4005  28.0423 0002282  85.3621 274.7835 14.34221742458036
HELLAS-SAT 3,1 42814U 17040A   26085.97196396  .00000135  00000-0  00000-0 0  9991,2 42814   0.0701  42.6550 0005304 322.6805 207.9522  1.00272330 31985
GSAT 17,1 42815U 17040B   26085.98280434 -.00000275  00000-0  00000-0 0  9996,2 42815   0.0464  73.9938 0004634 224.6332 333.0889  1.00270679 31969
ARIANE 5 R/B,1 42816U 17040C   26085.46478540  .00003031  00000-0  11014-2 0  9998,2 42816   2.6459 121.3807 7114913  47.4330 353.9497  2.48579557 75215
ARIANE 5 DEB (SYLDA),1 42817U 17040D   26085.50740234  .00083550  00000-0  62769-2 0  9993,2 42817   2.8509  68.6033 5674527 152.6398 254.8401  4.58569366106894
INTELSAT 35E,1 42818U 17041A   26085.89783088 -.00000255  00000-0  00000-0 0  9991,2 42818   0.0155 216.9034 0002140 139.1503 116.9843  1.00271461 31996
FALCON 9 R/B,1 42819U 17041B   26085.40029917  .00002556  00000-0  10951-2 0  9996,2 42819  25.3324 207.6134 7465142  31.0742 356.7045  2.04476207 61687
KANOPUS-V-IK,1 42825U 17042A   26085.95543152  .00000014  00000-0  35314-5 0  9996,2 42825  97.3630 353.1439 0001636  90.5317 269.6107 15.22577297482855
NORSAT 1,1 42826U 17042B   26085.96439065  .00008521  00000-0  48590-3 0  9994,2 42826  97.4372 255.6067 0007215  17.9906 342.1579 15.12993599474799
OBJECT C,1 42827U 17042C   26085.90033957  .00016564  00000-0  69124-3 0  9991,2 42827  97.4076 262.2604 0008955  11.9053 348.2394 15.23700686475294
NORSAT 2,1 42828U 17042D   26085.46671947  .00010919  00000-0  50740-3 0  9992,2 42828  97.3997 260.3429 0009290 347.5624  12.5381 15.20122869475166
TECHNOSAT,1 42829U 17042E   26085.92183119  .00004415  00000-0  31905-3 0  9999,2 42829  97.4182 246.7838 0018010  18.7979 341.3909 15.04422205474332
FLYING LAPTOP,1 42831U 17042G   26085.98223437  .00004052  00000-0  32365-3 0  9994,2 42831  97.4326 244.8935 0020098  41.8553 318.4204 15.00629951474129
OBJECT H,1 42832U 17042H   26085.97354296  .00005050  00000-0  33678-3 0  9999,2 42832  97.4079 249.4770 0011037  42.8577 317.3509 15.07438703474556
OBJECT J,1 42833U 17042J   26085.95382702  .00005405  00000-0  35133-3 0  9993,2 42833  97.4262 251.4654 0006770  30.5500 329.6122 15.08390313474612
OBJECT K,1 42834U 17042K   26085.94670092  .00006464  00000-0  42131-3 0  9997,2 42834  97.4122 250.3210 0008461 352.5871   7.5231 15.08205966474589
WNISAT 1R,1 42835U 17042L   26085.92540150  .00003838  00000-0  30228-3 0  9993,2 42835  97.4596 245.0904 0013559  77.9722 282.3022 15.01289845474169
OBJECT M,1 42836U 17042M   26085.92927519  .00006476  00000-0  42243-3 0  9993,2 42836  97.4172 250.6539 0004563  37.1055 323.0488 15.08198107474614
LEMUR 2 GREENBERG,1 42837U 17042N   26085.94354023  .00018102  00000-0  65134-3 0  9993,2 42837  97.3795 267.1176 0008121 297.9066  62.1351 15.28627119475812
LEMUR 2 ANDIS,1 42838U 17042P   26085.42246927  .00021365  00000-0  70643-3 0  9996,2 42838  97.3674 266.5398 0008405 300.4405  59.6005 15.31342903475771
LEMUR 2 MONSON,1 42839U 17042Q   26085.45322644  .00015032  00000-0  59431-3 0  9997,2 42839  97.4051 266.7154 0005754 285.8936  74.1668 15.25561202475543
LEMUR 2 FURIAUS,1 42840U 17042R   26085.41297199  .00021525  00000-0  81163-3 0  9992,2 42840  97.3760 264.7482 0006944 358.5251   1.5966 15.27055330475562
LEMUR 2 PETERG,1 42841U 17042S   26085.48623491  .00020121  00000-0  68512-3 0  9992,2 42841  97.3992 270.5929 0003194 267.9234  92.1641 15.30432517475778
LEMUR 2 DEMBITZ,1 42842U 17042T   26085.96824164  .00019454  00000-0  72215-3 0  9998,2 42842  97.3819 268.2317 0005905 311.5014  48.5718 15.27600022475781
OBJECT U,1 42843U 17042U   26085.39114310  .00003006  00000-0  24081-3 0  9995,2 42843  97.4313 245.4777 0014247   5.5008 354.6371 15.00782807474206
NANOACE,1 42844U 17042V   26085.40989173  .00012520  00000-0  54229-3 0  9993,2 42844  97.3703 261.1396 0003265 313.5288  46.5677 15.22531077475472
LEMUR 2 ZACHARY,1 42845U 17042W   26085.96975554  .00042880  00000-0  95450-3 0  9996,2 42845  97.3660 276.2501 0003165 308.6017  51.4947 15.43503470476491
CORVUS BC2,1 42846U 17042X   26085.93994273  .00004829  00000-0  33705-3 0  9999,2 42846  97.3971 250.5568 0013757  38.2192 322.0008 15.05735202474685
CORVUS BC1,1 42847U 17042Y   26085.94409149  .00004137  00000-0  28794-3 0  9998,2 42847  97.4003 251.3195 0012181  16.1373 344.0240 15.05935545474712
OBJECT Z,1 42848U 17042Z   26085.95352594  .00004647  00000-0  31479-3 0  9991,2 42848  97.3841 252.3128 0005114 355.7709   4.3475 15.06931610474853
OBJECT AA,1 42849U 17042AA  26085.93763438  .00004833  00000-0  32495-3 0  9999,2 42849  97.4178 254.5937 0011578  32.0110 328.1820 15.07153530474828
VENUS,1 42901U 17044B   26085.95489793  .00005513  00000-0  30934-3 0  9993,2 42901  97.2828 126.1838 0001585 305.1576  54.9507 15.13735401468513
COSMOS 2520,1 42907U 17046A   26085.77100164  .00000120  00000-0  00000-0 0  9990,2 42907   0.0242 124.5886 0000823 300.7517  81.4156  1.00277876 31571
BREEZE-M DEB (TANK),1 42908U 17046B   26085.51046259  .00682778 -55305-6  13064-2 0  9993,2 42908  48.0076 160.7802 7111220  67.6497 350.0721  2.56845107 73283
BREEZE-M R/B,1 42909U 17046C   26084.91925216 -.00000154  00000-0  00000-0 0  9998,2 42909   8.4633  69.0537 0755997 159.6299 203.6800  0.90332483 28408
TDRS 13,1 42915U 17047A   26085.90242423 -.00000115  00000-0  00000-0 0  9995,2 42915   3.4343   0.6428 0011158  97.8888  39.2002  1.00271501 31528
ATLAS 5 CENTAUR R/B,1 42916U 17047B   26084.14322622  .00000369  00000-0  00000+0 0  9990,2 42916  25.1134 211.1329 5867581 264.5566  29.9656  2.06614146 64932
QZS-3,1 42917U 17048A   26085.92983730 -.00000365  00000-0  00000-0 0  9990,2 42917   0.0524 165.6972 0002041 190.1321 290.2668  1.00275094 31438
H-2A R/B,1 42918U 17048B   26085.47043114  .00001237  00000-0  10041-2 0  9990,2 42918  19.9499 265.5468 7129855 306.9397   6.9052  2.43467350 73823
FORMOSAT-5,1 42920U 17049A   26085.91458190  .00000166  00000-0  53238-4 0  9994,2 42920  98.2287 163.0473 0011143 345.0632  15.0232 14.50704314454748
ORS 5 SENSORSAT,1 42921U 17050A   26085.08958996  .00002787  00000-0  15034-3 0  9996,2 42921   0.0496  44.5968 0010548 263.8538  51.4549 15.00585911468559
MINOTAUR R/B,1 42925U 17050E   24217.46245176  .00005433  00000-0  40856-3 0  9997,2 42925   0.0506 188.6312 0008982 322.7484 208.6697 14.95381459378590
AMAZONAS 5,1 42934U 17053A   26085.89263086 -.00000300  00000-0  00000-0 0  9995,2 42934   0.0455 323.3080 0004790  16.2822 105.0848  1.00277804 31210
BREEZE-M R/B,1 42935U 17053B   26084.31879027 -.00000163  00000-0  00000-0 0  9997,2 42935  23.2236  68.8100 5936416 298.0327  14.8121  2.19138071 68318
BREEZE-M DEB (TANK),1 42936U 17053C   26085.66611216  .00001689  00000-0  42551-3 0  9994,2 42936  49.5338 331.4641 5091474 308.4466  15.9241  5.44121466165389
COSMOS 2522 (GLONASS),1 42939U 17055A   26083.18703733  .00000020  00000-0  00000+0 0  9997,2 42939  64.0784 194.7748 0007868 230.2375 129.7005  2.13101803 66161
FREGAT R/B,1 42940U 17055B   26084.20812363  .00000010  00000-0  00000-0 0  9993,2 42940  63.9593 200.3221 0087058 131.3494 229.3998  2.07652020 63969
ASIASAT 9,1 42942U 17057A   26085.92888397 -.00000377  00000-0  00000-0 0  9994,2 42942   0.0128 210.9360 0002167 156.2762 273.6602  1.00271981 31032
BREEZE-M R/B,1 42943U 17057B   26085.19213989 -.00000173  00000-0  00000-0 0  9997,2 42943  23.4881  78.0024 6076563 291.7991  15.9961  2.14921472 66647
BREEZE-M DEB (TANK),1 42944U 17057C   26084.81956305  .00001343  00000-0  39094-3 0  9999,2 42944  49.6986  23.5667 5100700 251.8433  48.0470  5.41322624163647
YAOGAN-30 A,1 42945U 17058A   26085.69619162  .00003121  00000-0  23166-3 0  9994,2 42945  34.9966 172.1853 0001826 163.7048 196.3720 15.02625842463473
YAOGAN-30 B,1 42946U 17058B   26085.67812185  .00002946  00000-0  22025-3 0  9990,2 42946  34.9968 172.9636 0002643 303.4067  56.6389 15.02370777463445
YAOGAN-30 C,1 42947U 17058C   26085.63743493  .00003040  00000-0  21760-3 0  9993,2 42947  34.9963 165.0536 0005315 211.2701 148.7692 15.03989809463389
CZ-2C R/B,1 42948U 17058D   26085.36841784  .00001303  00000-0  14360-3 0  9994,2 42948  34.9255 121.7595 0059911 280.3025  79.0926 14.86207667459909
INTELSAT 37E,1 42950U 17059A   26085.90112423 -.00000158  00000-0  00000-0 0  9990,2 42950   0.0002 113.5825 0001931 252.2076 124.9450  1.00271053 31241
BSAT-4A,1 42951U 17059B   26085.96373012 -.00000367  00000-0  00000-0 0  9992,2 42951   0.0626  38.7989 0004294 350.9755 251.4032  1.00270699 30974
ARIANE 5 R/B,1 42952U 17059C   26085.57794906  .00003755  00000-0  10669-2 0  9996,2 42952   6.1231 272.4769 7118022 295.6523   9.0144  2.48655323 72990
VRSS-2,1 42954U 17060A   26085.96946791  .00000380  00000-0  55380-4 0  9996,2 42954  97.6623 127.3666 0017501  14.0981 346.0718 14.81052743456286
IRIDIUM 133,1 42955U 17061A   26085.98378164  .00000192  00000-0  61516-4 0  9992,2 42955  86.3943  59.6222 0002239  89.5210 270.6243 14.34217986442994
IRIDIUM 100,1 42956U 17061B   26085.97743895  .00000222  00000-0  72318-4 0  9995,2 42956  86.3939  59.5453 0002221  89.2305 270.9145 14.34217422442997
IRIDIUM 122,1 42957U 17061C   26085.94572617 -.00000063  00000-0 -29718-4 0  9996,2 42957  86.3939  59.5590 0001999  88.6149 271.5275 14.34216911442993
IRIDIUM 129,1 42958U 17061D   26085.97109599  .00000042  00000-0  79965-5 0  9990,2 42958  86.3936  59.6139 0002201  79.4952 280.6492 14.34217329443018
IRIDIUM 119,1 42959U 17061E   26085.93938251  .00000058  00000-0  13624-4 0  9998,2 42959  86.3942  59.6231 0002075  85.4161 274.7272 14.34217325443024
IRIDIUM 107,1 42960U 17061F   26085.95841051  .00000008  00000-0 -41630-5 0  9998,2 42960  86.3940  59.6361 0001928  94.7299 265.4117 14.34217570443037
IRIDIUM 132,1 42961U 17061G   26085.96475379  .00000041  00000-0  77335-5 0  9993,2 42961  86.3938  59.6130 0002183  90.3072 269.8374 14.34217690443030
IRIDIUM 136,1 42962U 17061H   26085.92669821  .00000181  00000-0  57638-4 0  9995,2 42962  86.3941  59.6354 0002097  87.4634 272.6801 14.34217970443047
IRIDIUM 139,1 42963U 17061J   26085.93304090  .00000210  00000-0  67792-4 0  9996,2 42963  86.3939  59.6932 0002250  90.0847 270.0606 14.34217735443059
IRIDIUM 125,1 42964U 17061K   26085.92035431  .00000113  00000-0  33378-4 0  9991,2 42964  86.3943  59.7583 0001632  88.9005 271.2378 14.34217484443064
QZS-4,1 42965U 17062A   26085.57443844 -.00000325  00000-0  00000-0 0  9993,2 42965  40.1581 344.5393 0748234 270.3108 276.5879  1.00273991 30972
H-2A R/B,1 42966U 17062B   26085.75381592  .00001661  00000-0  12401-2 0  9998,2 42966  31.9212 334.0466 7131425 118.4039 329.1530  2.44065284 72829
ECHOSTAR 105/SES 11,1 42967U 17063A   26085.88387749 -.00000106  00000-0  00000-0 0  9998,2 42967   0.0451  52.6443 0002704 318.0074  26.9073  1.00271130 30892
FALCON 9 R/B,1 42968U 17063B   26085.80450858  .00079667 -42816-6  11331-2 0  9999,2 42968  27.8358 239.2433 5401817 177.7622 186.3975  5.09127898 97226
SENTINEL 5P,1 42969U 17064A   26085.52137424  .00000077  00000-0  57719-4 0  9994,2 42969  98.7904  28.2508 0001188  91.3257 268.8055 14.19503195437836
BREEZE-KM R/B,1 42970U 17064B   26085.97423532  .00008653  00000-0  26983-3 0  9999,2 42970  98.7530  94.6509 0177008 299.6005  58.7691 15.19615398462391
SL-12 DEB,1 42973U 10041N   22133.42580311  .00007144  00000-0  60255-1 0  9991,2 42973  63.0765 296.4460 5544076  35.7200 351.0833  4.34293870 72689
SL-12 DEB,1 42974U 10041P   26085.85348014  .00000133  00000-0  33145-3 0  9992,2 42974  64.8547  90.3698 5630354 313.3257  11.7115  4.32640546134375
SL-12 DEB,1 42975U 10041Q   19053.03315828  .00192832  00000-0  11254+0 0  9998,2 42975  65.4655 343.4584 5716990  58.2939 345.0912  4.39356176 22893
SL-12 DEB,1 42976U 10041R   19056.40747190  .00050777  00000-0  89825-1 0  9996,2 42976  65.2890 345.3283 5684384  56.8562 345.3881  4.34194694 22907
SL-12 DEB,1 42978U 10041T   22030.10981372  .00147006  00000-0  29091+0 0  9992,2 42978  65.4509 280.5404 5547322 341.3597   4.5885  4.52956649 72508
SL-12 DEB,1 42980U 10041V   22078.10730332  .00095329  00000-0  64729-1 0  9994,2 42980  65.0488 314.6576 5646308   4.8551 358.9748  4.48700594 69755
SL-12 DEB,1 42981U 10041W   22262.28026587  .00000454  00000-0  17033-2 0  9991,2 42981  65.6499 199.7496 5524752 320.3794 105.7994  4.49651688 82262
KOREASAT 5A,1 42984U 17067A   26085.89142073 -.00000375  00000-0  00000-0 0  9999,2 42984   0.0223 269.2685 0001960 114.6725 234.4387  1.00270155 30708
COSMOS 2523,1 42986U 17037E   26085.95864354  .00000898  00000-0  83262-4 0  9992,2 42986  97.5056 102.5731 0067974 144.6968 215.8783 14.95129846456674
SKYSAT C11,1 42987U 17068A   26085.92084334  .00030256  00000-0  47703-3 0  9996,2 42987  97.4232 231.4957 0000370 152.9055 207.2218 15.53501577470458
SKYSAT C10,1 42988U 17068B   26085.83482726  .00011454  00000-0  36079-3 0  9997,2 42988  97.4364 222.0354 0001027 104.5750 255.5606 15.33076137469730
SKYSAT C9,1 42989U 17068C   26085.87638383  .00015809  00000-0  40494-3 0  9998,2 42989  97.4287 222.2613 0009820  77.7531 282.4814 15.39426094470089
SKYSAT C8,1 42990U 17068D   26085.92602646  .00013301  00000-0  39125-3 0  9993,2 42990  97.4381 221.6257 0001230  95.4384 264.7000 15.35211333469681
SKYSAT C7,1 42991U 17068E   26085.91664982  .00013244  00000-0  38992-3 0  9991,2 42991  97.4394 222.6002 0006776  51.7364 308.4487 15.35163303469743
SKYSAT C6,1 42992U 17068F   26085.87292895  .00011846  00000-0  37509-3 0  9996,2 42992  97.4427 222.7901 0003796  86.9803 273.1873 15.32893765469709
METEOR 1-16 DEB,1 42999U 74011C   26084.23335235  .00009005  00000-0  26636-2 0  9991,2 42999  81.2315  72.4119 0031372 172.4605 187.7062 14.43086455502660
OPS 5960 DEB,1 43000U 70093D   26084.35294437 -.00000139  00000-0  00000-0 0  9997,2 43000  15.0937  37.4922 1328422 273.2135  71.7336  1.20557848 44618
BEIDOU 3M1,1 43001U 17069A   26085.97881113  .00000004  00000-0  00000-0 0  9994,2 43001  56.6225  65.7904 0012535 313.2170  46.6744  1.86230765 57078
BEIDOU 3M2,1 43002U 17069B   26084.30647881  .00000003  00000-0  00000-0 0  9992,2 43002  56.6199  65.8818 0010018 332.3985  27.5434  1.86230563 57030
YZ-1 R/B,1 43003U 17069C   26084.80467346  .00000007  00000-0  00000-0 0  9998,2 43003  56.2518  73.4517 0036562  44.9410 315.3570  1.78953296 54812
MOHAMMED VI-A,1 43005U 17070A   26085.97206185  .00000906  00000-0  13554-3 0  9992,2 43005  97.9399 159.4466 0001328  74.4706 285.6650 14.77073073451840
FENGYUN 3D,1 43010U 17072A   26085.97321742  .00000348  00000-0  18639-3 0  9996,2 43010  99.0062  58.9429 0000676 322.3805  37.7323 14.19720855433327
HEAD-1,1 43011U 17072B   26085.95441946  .00000163  00000-0  83504-4 0  9993,2 43011  98.9623 102.2469 0010660  38.2054 321.9880 14.28747191435611
CZ-4C R/B,1 43012U 17072C   26085.86747441  .00000424  00000-0  92612-4 0  9993,2 43012  98.5708 191.2115 0123344  45.9107 315.2164 14.58713194444638
NOAA 20,1 43013U 17073A   26085.88578292  .00000083  00000-0  60134-4 0  9998,2 43013  98.7710  26.1040 0001834 114.6553 245.4814 14.19540462432798
